广东省	0.0779
山东省	0.0715
河南省	0.0702
四川省	0.06
江苏省	0.0587
河北省	0.0536
湖南省	0.049
安徽省	0.0444
湖北省	0.0427
浙江省	0.0406
广西壮族自治区	0.0344
云南省	0.0343
江西省	0.0333
辽宁省	0.0327
黑龙江省	0.0286
陕西省	0.0279
福建省	0.0275
山西省	0.0267
贵州省	0.0259
重庆市	0.0215
吉林省	0.0205
甘肃省	0.0191
内蒙古自治区	0.0184
上海市	0.0172
新疆维吾尔自治区	0.0163
北京市	0.0146
天津市	0.0097
海南省	0.0065
宁夏回族自治区	0.0047
青海省	0.0042
西藏自治区	0.0022
